student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S23664,Russia,Canada,Ottawa,University of Ottawa,Electrical Engineering,Medicine,2015,No,Quality of Life,2021,Placed,SAP,43647,2.73,F1,Blue Card,Duolingo,2.03
S23665,Finland,India,Jaipur,Malaviya National Institute of Technology,Psychology,Business,2016,No,Higher Ranking,2021,Placed,Tesla,55016,3.14,Student Visa,PSW,GRE,8.68
S23666,USA,Canada,Calgary,University of Calgary,Biotechnology,Law,2023,Yes,Political Stability,2026,Placed,Microsoft,47516,2.1,Tier 4,Post-Study Visa,TOEFL,7.06
S23667,Finland,UAE,Ajman,Ajman University,Business Administration,Computer Science,2018,No,Quality of Life,2020,Placed,Microsoft,35890,3.89,Tier 4,PSW,GRE,9.2
S23668,Russia,Canada,Edmonton,MacEwan University,Psychology,Medicine,2019,No,Job Opportunities,2025,Placed,IBM,53283,2.37,Study Permit,OPT,IELTS,8.53
S23669,Germany,USA,Philadelphia,Drexel University,Mechanical Engineering,Engineering,2019,Yes,Scholarship,2021,Placed,IBM,55695,3.89,J1,Work Permit,Duolingo,4.48
S23670,Russia,India,Chennai,Indian Institute of Technology Madras,Political Science,Engineering,2015,No,Job Opportunities,2020,Placed,SAP,31846,3.08,F1,Blue Card,PTE,8.21
S23671,Germany,USA,New York,New York University,Design,Arts,2018,Yes,Political Stability,2023,Placed,Goldman Sachs,30665,3.78,F1,OPT,GRE,4.33
S23672,Ireland,Russia,St. Petersburg,Saint Petersburg State University,Computer Science,Law,2023,No,Job Opportunities,2025,Placed,Amazon,60884,3.74,F1,Post-Study Visa,Duolingo,2.21
S23673,UK,Germany,Stuttgart,University of Stuttgart,Economics,Business,2018,No,Political Stability,2024,Placed,Apple,68790,2.31,Study Permit,Post-Study Visa,IELTS,9.6
S23674,Russia,UK,Sheffield,University of Sheffield,Finance,Natural Sciences,2021,No,Quality of Life,2024,Placed,IBM,81956,2.13,Tier 4,PSW,TOEFL,7.73
S23675,USA,Ireland,Dublin,Trinity College Dublin,Architecture,Medicine,2022,Yes,Scholarship,2024,Placed,Deloitte,88558,3.62,F1,Blue Card,TOEFL,4.24
S23676,South Africa,Russia,St. Petersburg,Saint Petersburg State University,Business Administration,Arts,2017,Yes,Quality of Life,2019,Placed,Siemens,34496,2.33,Tier 4,Blue Card,IELTS,6.57
S23677,USA,UAE,Dubai,American University in Dubai,Psychology,Social Sciences,2020,No,Job Opportunities,2025,Placed,Google,62632,3.93,Study Permit,OPT,PTE,7.0
S23678,Germany,India,Pune,MIT World Peace University,Data Science,Arts,2017,No,Scholarship,2022,Placed,Google,70326,3.39,Tier 4,OPT,GRE,7.25
S23679,Ireland,Finland,Oulu,University of Oulu,Electrical Engineering,Computer Science,2019,No,Scholarship,2025,Placed,Microsoft,86138,2.17,Study Permit,OPT,Duolingo,6.81
S23680,Germany,South Africa,Port Elizabeth,Nelson Mandela University,Data Science,Business,2016,No,Scholarship,2021,Placed,IBM,83817,2.22,Study Permit,OPT,PTE,2.02
S23681,UK,Germany,Nuremberg,Friedrich-Alexander-Universität Erlangen-Nürnberg,Data Science,Business,2014,Yes,Political Stability,2018,Placed,Intel,60258,3.19,Tier 4,Blue Card,GRE,4.12
S23682,Finland,Ireland,Cork,University College Cork,Law,Engineering,2014,No,Job Opportunities,2019,Placed,Siemens,73347,2.25,Student Visa,Post-Study Visa,TOEFL,9.68
S23683,Finland,UK,Coventry,Coventry University,Civil Engineering,Engineering,2016,Yes,Political Stability,2018,Placed,McKinsey,67478,3.46,Schengen Student Visa,Work Permit,Duolingo,5.67
S23684,UK,Germany,Cologne,University of Cologne,Computer Science,Social Sciences,2015,No,Quality of Life,2020,Placed,SAP,74955,2.57,F1,Post-Study Visa,PTE,3.01
S23685,Canada,Finland,Turku,Åbo Akademi University,Business Administration,Natural Sciences,2019,No,Quality of Life,2023,Placed,Apple,44670,2.15,Schengen Student Visa,OPT,Duolingo,5.01
S23686,Ireland,India,Delhi,University of Delhi,Mechanical Engineering,Social Sciences,2015,No,Quality of Life,2018,Placed,Apple,97551,3.77,F1,PSW,TOEFL,8.28
S23687,India,Russia,Chelyabinsk,South Ural State University,Business Administration,Engineering,2018,Yes,Political Stability,2024,Placed,Siemens,49607,3.93,J1,Post-Study Visa,PTE,7.81
S23688,Ireland,USA,Los Angeles,University of Southern California,Finance,Engineering,2014,No,Job Opportunities,2016,Placed,IBM,41667,3.02,Schengen Student Visa,Blue Card,Duolingo,5.67
S23689,UK,USA,San Antonio,University of Texas at San Antonio,Electrical Engineering,Arts,2022,No,Higher Ranking,2026,Placed,Google,68675,3.63,Student Visa,Work Permit,IELTS,9.5
S23690,USA,Russia,Kazan,Kazan Federal University,Architecture,Arts,2016,No,Higher Ranking,2020,Placed,Microsoft,46409,2.04,J1,Work Permit,PTE,9.14
S23691,South Africa,USA,San Diego,San Diego State University,Design,Medicine,2023,No,Higher Ranking,2026,Placed,Microsoft,61639,3.62,Study Permit,PSW,TOEFL,9.52
S23692,Finland,Finland,Oulu,University of Oulu,Medicine,Engineering,2014,Yes,Higher Ranking,2019,Placed,Intel,81452,3.05,J1,Post-Study Visa,Duolingo,4.49
S23693,Canada,Germany,Berlin,Technical University of Berlin,Data Science,Business,2019,Yes,Job Opportunities,2025,Placed,Deloitte,36879,3.79,Schengen Student Visa,Work Permit,GRE,4.71
S23694,India,India,Chennai,University of Madras,Civil Engineering,Law,2014,Yes,Job Opportunities,2018,Placed,Google,62981,2.97,J1,Work Permit,IELTS,2.33
S23695,Finland,UK,Sheffield,University of Sheffield,Law,Natural Sciences,2018,No,Job Opportunities,2022,Placed,SAP,59362,3.61,J1,Blue Card,Duolingo,2.68
S23696,UAE,Finland,Helsinki,University of Helsinki,Civil Engineering,Law,2018,No,Job Opportunities,2022,Placed,IBM,77791,2.58,Student Visa,Work Permit,PTE,5.67
S23697,Germany,USA,Los Angeles,University of Southern California,Political Science,Business,2018,No,Scholarship,2020,Placed,Apple,32035,3.46,J1,PSW,GRE,4.82
S23698,Russia,UK,Coventry,University of Warwick,Computer Science,Law,2023,No,Quality of Life,2026,Placed,Goldman Sachs,89996,3.16,Tier 4,Blue Card,GRE,9.61
S23699,USA,South Africa,Johannesburg,University of Johannesburg,Civil Engineering,Engineering,2020,Yes,Political Stability,2022,Placed,Apple,84330,2.56,F1,Work Permit,Duolingo,4.28
S23700,USA,UAE,Abu Dhabi,New York University Abu Dhabi,Law,Engineering,2018,Yes,Higher Ranking,2020,Placed,Google,62867,2.07,J1,Post-Study Visa,TOEFL,4.7
S23701,Canada,UAE,Ajman,Ajman University,Law,Medicine,2023,No,Scholarship,2025,Placed,Goldman Sachs,58369,2.88,Student Visa,Post-Study Visa,TOEFL,7.36
S23702,UK,Ireland,Limerick,University of Limerick,Psychology,Arts,2015,No,Scholarship,2018,Placed,Google,92326,3.99,Schengen Student Visa,Blue Card,IELTS,2.04
S23703,UK,Canada,Calgary,University of Calgary,Finance,Arts,2019,No,Higher Ranking,2022,Placed,Deloitte,86379,3.94,Schengen Student Visa,Post-Study Visa,PTE,5.66
S23704,India,Germany,Dortmund,Technical University of Dortmund,Biotechnology,Engineering,2022,Yes,Quality of Life,2028,Placed,Facebook,91433,3.16,Schengen Student Visa,OPT,GRE,6.48
S23705,UK,Russia,Kazan,Kazan Federal University,Architecture,Engineering,2021,No,Political Stability,2023,Placed,Microsoft,78289,2.58,J1,Work Permit,IELTS,6.52
S23706,USA,Russia,St. Petersburg,Saint Petersburg State University,Political Science,Arts,2014,No,Scholarship,2017,Placed,Amazon,56290,2.3,Student Visa,OPT,GRE,2.04
S23707,UAE,Ireland,Dublin,Trinity College Dublin,Data Science,Social Sciences,2018,Yes,Political Stability,2022,Placed,Intel,60266,3.71,Student Visa,Post-Study Visa,PTE,3.04
S23708,Finland,USA,New York,New York University,Business Administration,Law,2021,No,Scholarship,2026,Placed,Intel,86055,3.64,Student Visa,PSW,GRE,6.59
S23709,South Africa,Russia,Kazan,Kazan Federal University,Computer Science,Social Sciences,2018,No,Job Opportunities,2021,Placed,Siemens,66770,3.81,Schengen Student Visa,Blue Card,Duolingo,6.33
S23710,Germany,Ireland,Dublin,Trinity College Dublin,Economics,Natural Sciences,2022,No,Job Opportunities,2025,Placed,SAP,53193,2.12,J1,PSW,GRE,8.74
S23711,Finland,UAE,Dubai,University of Dubai,Law,Business,2019,No,Quality of Life,2025,Placed,Deloitte,89083,3.01,Student Visa,Blue Card,Duolingo,5.88
S23712,Russia,USA,New York,Columbia University,Data Science,Law,2017,Yes,Higher Ranking,2023,Placed,Apple,94575,3.46,Tier 4,Work Permit,IELTS,9.3
S23713,India,South Africa,Bloemfontein,University of the Free State,Finance,Arts,2015,Yes,Higher Ranking,2017,Placed,Goldman Sachs,74256,2.37,J1,Post-Study Visa,IELTS,4.12
S23714,India,Finland,Jyväskylä,University of Jyväskylä,Computer Science,Natural Sciences,2017,Yes,Job Opportunities,2023,Placed,Apple,36781,3.85,Study Permit,Blue Card,IELTS,3.46
S23715,South Africa,UAE,Sharjah,American University of Sharjah,Economics,Engineering,2019,Yes,Scholarship,2021,Placed,Tesla,73381,2.64,Student Visa,PSW,Duolingo,4.33
S23716,USA,Finland,Lahti,Lahti University of Applied Sciences,Design,Business,2023,Yes,Quality of Life,2027,Placed,Facebook,74883,3.37,Tier 4,PSW,GRE,8.04
S23717,India,India,Mumbai,Indian Institute of Technology Bombay,Finance,Social Sciences,2018,No,Quality of Life,2021,Placed,McKinsey,81891,2.9,Study Permit,Post-Study Visa,GRE,2.33
S23718,Germany,Ireland,Cork,University College Cork,Finance,Computer Science,2018,Yes,Scholarship,2022,Placed,Tesla,72237,2.08,J1,PSW,TOEFL,8.34
S23719,Ireland,South Africa,Cape Town,Cape Peninsula University of Technology,Computer Science,Business,2017,No,Scholarship,2020,Placed,Amazon,83183,3.36,Study Permit,Blue Card,IELTS,2.55
S23720,Canada,India,Pune,Savitribai Phule Pune University,Finance,Law,2021,Yes,Quality of Life,2026,Placed,Nestle,41658,2.21,Student Visa,OPT,IELTS,7.83
S23721,India,Finland,Tampere,Tampere University,Architecture,Business,2016,No,Higher Ranking,2019,Placed,Tesla,39082,3.07,Student Visa,Blue Card,IELTS,9.44
S23722,India,India,Pune,Savitribai Phule Pune University,Law,Engineering,2016,No,Quality of Life,2022,Placed,Amazon,51022,3.19,Study Permit,Post-Study Visa,PTE,8.51
S23723,South Africa,Germany,Essen,University of Duisburg-Essen,Psychology,Engineering,2023,Yes,Higher Ranking,2026,Placed,Facebook,63752,3.73,J1,OPT,TOEFL,5.08
S23724,Ireland,Russia,Yekaterinburg,Ural Federal University,Design,Natural Sciences,2022,Yes,Higher Ranking,2027,Placed,Google,65763,2.21,Study Permit,Work Permit,IELTS,8.34
S23725,South Africa,India,Kolkata,University of Calcutta,Computer Science,Law,2018,Yes,Scholarship,2021,Placed,Nvidia,76768,3.0,Study Permit,Work Permit,GRE,6.34
S23726,South Africa,USA,San Antonio,University of Texas at San Antonio,Medicine,Computer Science,2021,Yes,Scholarship,2026,Placed,Amazon,72425,2.31,Student Visa,Work Permit,TOEFL,3.21
S23727,Canada,Russia,St. Petersburg,Saint Petersburg State University,Computer Science,Computer Science,2017,Yes,Scholarship,2019,Placed,Siemens,89844,2.68,F1,OPT,Duolingo,6.95
S23728,Ireland,UK,Edinburgh,University of Edinburgh,Finance,Arts,2015,No,Higher Ranking,2018,Placed,SAP,84067,3.09,Tier 4,Blue Card,TOEFL,2.81
S23729,Germany,Ireland,Cork,University College Cork,Political Science,Computer Science,2017,No,Quality of Life,2021,Placed,Deloitte,48221,3.23,Schengen Student Visa,Work Permit,TOEFL,8.07
S23730,Ireland,USA,Los Angeles,University of Southern California,Biotechnology,Arts,2020,Yes,Quality of Life,2023,Placed,SAP,46214,2.6,F1,OPT,IELTS,7.4
S23731,Russia,Russia,Chelyabinsk,South Ural State University,Civil Engineering,Social Sciences,2017,Yes,Political Stability,2021,Placed,Deloitte,60348,2.9,Study Permit,Work Permit,Duolingo,2.85
S23732,USA,UK,London,Imperial College London,Data Science,Natural Sciences,2018,Yes,Higher Ranking,2020,Placed,Siemens,67349,3.9,Student Visa,Post-Study Visa,PTE,8.2
S23733,UK,Finland,Turku,Åbo Akademi University,Biotechnology,Medicine,2019,No,Scholarship,2021,Placed,Intel,90222,2.07,Study Permit,Post-Study Visa,GRE,6.04
S23734,Russia,Ireland,Galway,National University of Ireland Galway,Economics,Natural Sciences,2022,Yes,Quality of Life,2026,Placed,IBM,89669,2.48,J1,PSW,PTE,6.15
S23735,Ireland,Ireland,Galway,National University of Ireland Galway,Architecture,Law,2017,No,Job Opportunities,2023,Placed,Google,46126,2.85,Schengen Student Visa,Work Permit,TOEFL,8.24
S23736,South Africa,UAE,Dubai,University of Dubai,Mechanical Engineering,Business,2019,No,Higher Ranking,2022,Placed,Goldman Sachs,81674,2.9,Tier 4,Work Permit,PTE,5.36
S23737,UK,Ireland,Westport,National University of Ireland Galway,Law,Business,2023,No,Political Stability,2027,Placed,Apple,84721,2.95,Study Permit,PSW,TOEFL,8.91
S23738,India,India,Bangalore,Bangalore University,Psychology,Natural Sciences,2015,Yes,Higher Ranking,2019,Placed,Deloitte,93761,2.2,Tier 4,Work Permit,IELTS,7.51
S23739,Russia,Ireland,Waterford,Waterford Institute of Technology,Computer Science,Business,2023,Yes,Job Opportunities,2026,Placed,Siemens,85497,3.97,Student Visa,Post-Study Visa,GRE,9.79
S23740,India,UK,Glasgow,University of Glasgow,Psychology,Social Sciences,2023,No,Job Opportunities,2029,Placed,Coca-Cola,74022,2.61,Study Permit,OPT,Duolingo,3.45
S23741,UAE,India,Lucknow,University of Lucknow,Design,Engineering,2018,Yes,Higher Ranking,2022,Placed,Siemens,73978,2.63,Schengen Student Visa,Blue Card,GRE,6.29
S23742,USA,UK,Sheffield,University of Sheffield,Civil Engineering,Arts,2023,No,Job Opportunities,2028,Placed,Microsoft,70686,3.46,Tier 4,Blue Card,IELTS,2.97
S23743,Ireland,Finland,Kuopio,University of Eastern Finland,Medicine,Computer Science,2023,Yes,Scholarship,2028,Placed,Google,93772,2.97,Tier 4,Work Permit,PTE,8.19
S23744,USA,UK,Manchester,University of Manchester,Biotechnology,Medicine,2018,No,Higher Ranking,2022,Placed,Goldman Sachs,31951,2.29,Study Permit,Post-Study Visa,IELTS,8.63
S23745,UK,UK,Birmingham,University of Birmingham,Medicine,Computer Science,2021,Yes,Quality of Life,2024,Placed,Goldman Sachs,88148,3.78,Schengen Student Visa,OPT,GRE,6.71
S23746,Canada,Russia,Moscow,Lomonosov Moscow State University,Architecture,Business,2018,No,Political Stability,2020,Placed,Tesla,81915,3.69,Study Permit,Work Permit,IELTS,8.86
S23747,India,UK,Edinburgh,Heriot-Watt University,Political Science,Engineering,2023,No,Scholarship,2028,Placed,Amazon,31604,3.79,Student Visa,Blue Card,TOEFL,4.24
S23748,USA,India,Chennai,University of Madras,Biotechnology,Computer Science,2015,Yes,Political Stability,2017,Placed,Amazon,66818,2.89,Study Permit,PSW,GRE,7.23
S23749,Finland,USA,Phoenix,Arizona State University,Electrical Engineering,Business,2016,No,Quality of Life,2020,Placed,Siemens,55344,3.37,Schengen Student Visa,Post-Study Visa,IELTS,6.28
S23750,South Africa,Germany,Hannover,Leibniz University Hannover,Biotechnology,Social Sciences,2016,Yes,Political Stability,2019,Placed,Volkswagen,89869,3.39,Tier 4,PSW,PTE,5.15
S23751,USA,Canada,Quebec City,Université Laval,Psychology,Arts,2021,Yes,Higher Ranking,2027,Placed,Microsoft,65430,2.25,Student Visa,Post-Study Visa,Duolingo,8.39
S23752,USA,Germany,Cologne,University of Cologne,Electrical Engineering,Engineering,2022,Yes,Higher Ranking,2025,Placed,Amazon,84386,3.51,Study Permit,PSW,TOEFL,4.93
S23753,India,UK,Sheffield,University of Sheffield,Psychology,Computer Science,2021,No,Political Stability,2025,Placed,Tesla,53689,3.01,Study Permit,Work Permit,TOEFL,3.76
S23754,Germany,South Africa,Pretoria,University of Pretoria,Civil Engineering,Arts,2016,Yes,Scholarship,2018,Placed,Microsoft,76203,2.48,Student Visa,Post-Study Visa,IELTS,4.61
S23755,USA,Canada,Ottawa,Carleton University,Data Science,Engineering,2023,No,Quality of Life,2027,Placed,Google,80758,3.46,F1,Blue Card,Duolingo,5.56
S23756,USA,South Africa,Port Elizabeth,Nelson Mandela University,Finance,Social Sciences,2016,No,Job Opportunities,2018,Placed,Amazon,55655,3.45,Tier 4,Work Permit,GRE,4.35
S23757,Canada,Canada,Quebec City,Université Laval,Electrical Engineering,Engineering,2019,Yes,Quality of Life,2021,Placed,Tesla,60124,3.29,Study Permit,Work Permit,PTE,3.08
S23758,UK,Canada,Calgary,University of Calgary,Computer Science,Computer Science,2017,No,Scholarship,2022,Placed,Facebook,63182,2.37,J1,OPT,IELTS,4.29
S23759,Ireland,Canada,Edmonton,University of Alberta,Business Administration,Computer Science,2020,Yes,Job Opportunities,2026,Placed,IBM,50724,2.35,Schengen Student Visa,Post-Study Visa,GRE,4.83
S23760,India,South Africa,Cape Town,University of Cape Town,Design,Arts,2020,Yes,Scholarship,2022,Placed,Tesla,87730,3.36,Schengen Student Visa,Blue Card,Duolingo,7.05
S23761,UK,India,Chennai,University of Madras,Computer Science,Social Sciences,2014,No,Job Opportunities,2020,Placed,Microsoft,63209,3.38,J1,OPT,Duolingo,9.66
S23762,UK,South Africa,Durban,University of KwaZulu-Natal,Political Science,Natural Sciences,2019,Yes,Quality of Life,2025,Placed,McKinsey,70215,3.26,Schengen Student Visa,Post-Study Visa,TOEFL,4.99
S23763,South Africa,UK,Liverpool,University of Liverpool,Political Science,Engineering,2016,No,Political Stability,2018,Placed,IBM,95524,2.51,Study Permit,Blue Card,TOEFL,8.58
S23764,South Africa,India,Kolkata,Jadavpur University,Medicine,Arts,2016,No,Job Opportunities,2021,Placed,Facebook,62411,2.21,Tier 4,Blue Card,IELTS,4.27
S23765,Russia,Ireland,Limerick,University of Limerick,Electrical Engineering,Business,2021,Yes,Political Stability,2026,Placed,Tesla,59504,3.42,Schengen Student Visa,Blue Card,TOEFL,7.66
S23766,India,Canada,Edmonton,University of Alberta,Data Science,Social Sciences,2016,Yes,Job Opportunities,2019,Placed,Amazon,67165,3.51,Tier 4,Work Permit,TOEFL,3.93
S23767,Russia,India,Chennai,Indian Institute of Technology Madras,Law,Engineering,2016,No,Job Opportunities,2021,Placed,Facebook,79693,2.14,F1,Post-Study Visa,TOEFL,9.95
S23768,India,Germany,Munich,Ludwig Maximilian University of Munich,Electrical Engineering,Engineering,2018,Yes,Higher Ranking,2020,Placed,Siemens,63480,3.98,J1,PSW,IELTS,4.59
S23769,UK,Ireland,Limerick,University of Limerick,Political Science,Medicine,2022,Yes,Job Opportunities,2026,Placed,Amazon,33384,3.43,Tier 4,Post-Study Visa,IELTS,6.46
S23770,Germany,USA,Philadelphia,University of Pennsylvania,Biotechnology,Social Sciences,2015,Yes,Scholarship,2018,Placed,Apple,79974,2.13,F1,Work Permit,PTE,3.13
S23771,USA,Finland,Jyväskylä,University of Jyväskylä,Economics,Law,2018,No,Job Opportunities,2023,Placed,Amazon,78974,3.57,Schengen Student Visa,PSW,TOEFL,2.0
S23772,India,Russia,Moscow,Lomonosov Moscow State University,Finance,Social Sciences,2019,No,Job Opportunities,2023,Placed,McKinsey,81428,2.57,Student Visa,Work Permit,GRE,9.03
S23773,UAE,UAE,Umm Al Quwain,British University in Dubai,Computer Science,Social Sciences,2015,Yes,Political Stability,2020,Placed,IBM,95392,2.93,Schengen Student Visa,PSW,GRE,4.24
S23774,Ireland,Ireland,Killarney,Killarney Community College,Electrical Engineering,Business,2022,No,Scholarship,2027,Placed,McKinsey,40199,3.09,Tier 4,Blue Card,GRE,2.96
S23775,Russia,Russia,Yekaterinburg,Ural Federal University,Medicine,Social Sciences,2015,Yes,Higher Ranking,2020,Placed,Facebook,65872,3.18,F1,Post-Study Visa,PTE,6.53
S23776,Canada,Finland,Oulu,University of Oulu,Finance,Engineering,2020,Yes,Job Opportunities,2025,Placed,McKinsey,64210,3.21,Tier 4,PSW,TOEFL,3.83
S23777,Ireland,Russia,Chelyabinsk,South Ural State University,Civil Engineering,Business,2018,No,Job Opportunities,2024,Placed,Apple,55751,3.91,F1,OPT,IELTS,3.18
S23778,Finland,Ireland,Cork,University College Cork,Computer Science,Social Sciences,2022,Yes,Higher Ranking,2024,Placed,Apple,85241,2.74,J1,PSW,Duolingo,3.15
S23779,Canada,Russia,Kazan,Kazan Federal University,Data Science,Engineering,2018,Yes,Scholarship,2022,Placed,Apple,53969,3.51,Study Permit,Work Permit,IELTS,7.17
S23780,Canada,Russia,St. Petersburg,Saint Petersburg State University,Business Administration,Medicine,2022,Yes,Scholarship,2026,Placed,Siemens,98698,2.51,Tier 4,Work Permit,TOEFL,9.19
